image_path,component,layer_idx,layer_name,height,width,pha_topk,pha_sim
0001_c6_f0030809.jpg,RGB,10,base.levels.3.blocks.2,16,8,13,0.3625612258911133
0001_c6_f0030809.jpg,RGB,11,base.levels.3.blocks.3,16,8,13,0.36387965083122253
0001_c6_f0030929.jpg,RGB,0,base.levels.2.blocks.0,16,8,13,0.1372109055519104
0001_c6_f0030929.jpg,RGB,1,base.levels.2.blocks.1,16,8,13,0.13809935748577118
0001_c6_f0030929.jpg,RGB,2,base.levels.2.blocks.2,16,8,13,0.14648857712745667
0001_c6_f0030929.jpg,RGB,3,base.levels.2.blocks.3,16,8,13,0.1651095747947693
0001_c6_f0030929.jpg,RGB,4,base.levels.2.blocks.4,16,8,13,0.22600297629833221
0001_c6_f0030929.jpg,RGB,5,base.levels.2.blocks.5,16,8,13,0.3108313977718353
0001_c6_f0030929.jpg,RGB,6,base.levels.2.blocks.6,16,8,13,0.38803979754447937
0001_c6_f0030929.jpg,RGB,7,base.levels.2.blocks.7,16,8,13,0.40740758180618286
0001_c6_f0030929.jpg,RGB,8,base.levels.3.blocks.0,16,8,13,0.25918006896972656
0001_c6_f0030929.jpg,RGB,9,base.levels.3.blocks.1,16,8,13,0.35766667127609253
0001_c6_f0030929.jpg,RGB,10,base.levels.3.blocks.2,16,8,13,0.3868311047554016
0001_c6_f0030929.jpg,RGB,11,base.levels.3.blocks.3,16,8,13,0.38910847902297974
0001_c6_f0031049.jpg,RGB,0,base.levels.2.blocks.0,16,8,13,0.12059205770492554
0001_c6_f0031049.jpg,RGB,1,base.levels.2.blocks.1,16,8,13,0.11733456701040268
0001_c6_f0031049.jpg,RGB,2,base.levels.2.blocks.2,16,8,13,0.12425616383552551
0001_c6_f0031049.jpg,RGB,3,base.levels.2.blocks.3,16,8,13,0.13116459548473358
0001_c6_f0031049.jpg,RGB,4,base.levels.2.blocks.4,16,8,13,0.18871547281742096
0001_c6_f0031049.jpg,RGB,5,base.levels.2.blocks.5,16,8,13,0.25453925132751465
0001_c6_f0031049.jpg,RGB,6,base.levels.2.blocks.6,16,8,13,0.30743223428726196
0001_c6_f0031049.jpg,RGB,7,base.levels.2.blocks.7,16,8,13,0.3179679811000824
0001_c6_f0031049.jpg,RGB,8,base.levels.3.blocks.0,16,8,13,0.1439802348613739
0001_c6_f0031049.jpg,RGB,9,base.levels.3.blocks.1,16,8,13,0.23134081065654755
0001_c6_f0031049.jpg,RGB,10,base.levels.3.blocks.2,16,8,13,0.2600133717060089
0001_c6_f0031049.jpg,RGB,11,base.levels.3.blocks.3,16,8,13,0.2623269855976105
0008_c1_f0044158.jpg,RGB,0,base.levels.2.blocks.0,16,8,13,0.1639072597026825
0008_c1_f0044158.jpg,RGB,1,base.levels.2.blocks.1,16,8,13,0.1813368797302246
0008_c1_f0044158.jpg,RGB,2,base.levels.2.blocks.2,16,8,13,0.21817921102046967
0008_c1_f0044158.jpg,RGB,3,base.levels.2.blocks.3,16,8,13,0.24989813566207886
0008_c1_f0044158.jpg,RGB,4,base.levels.2.blocks.4,16,8,13,0.3461211919784546
0008_c1_f0044158.jpg,RGB,5,base.levels.2.blocks.5,16,8,13,0.41943448781967163
0008_c1_f0044158.jpg,RGB,6,base.levels.2.blocks.6,16,8,13,0.4835834503173828
0008_c1_f0044158.jpg,RGB,7,base.levels.2.blocks.7,16,8,13,0.5018187165260315
0008_c1_f0044158.jpg,RGB,8,base.levels.3.blocks.0,16,8,13,0.3201621472835541
0008_c1_f0044158.jpg,RGB,9,base.levels.3.blocks.1,16,8,13,0.4213373064994812
0008_c1_f0044158.jpg,RGB,10,base.levels.3.blocks.2,16,8,13,0.4602113962173462
0008_c1_f0044158.jpg,RGB,11,base.levels.3.blocks.3,16,8,13,0.46723541617393494
0008_c1_f0044278.jpg,RGB,0,base.levels.2.blocks.0,16,8,13,0.16350987553596497
0008_c1_f0044278.jpg,RGB,1,base.levels.2.blocks.1,16,8,13,0.18753458559513092
0008_c1_f0044278.jpg,RGB,2,base.levels.2.blocks.2,16,8,13,0.2206406593322754
0008_c1_f0044278.jpg,RGB,3,base.levels.2.blocks.3,16,8,13,0.24490036070346832
0008_c1_f0044278.jpg,RGB,4,base.levels.2.blocks.4,16,8,13,0.3424983024597168
0008_c1_f0044278.jpg,RGB,5,base.levels.2.blocks.5,16,8,13,0.41571497917175293
0008_c1_f0044278.jpg,RGB,6,base.levels.2.blocks.6,16,8,13,0.49062809348106384
0008_c1_f0044278.jpg,RGB,7,base.levels.2.blocks.7,16,8,13,0.5103099942207336
0008_c1_f0044278.jpg,RGB,8,base.levels.3.blocks.0,16,8,13,0.3421436548233032
0008_c1_f0044278.jpg,RGB,9,base.levels.3.blocks.1,16,8,13,0.4700125455856323
0008_c1_f0044278.jpg,RGB,10,base.levels.3.blocks.2,16,8,13,0.5063971281051636
0008_c1_f0044278.jpg,RGB,11,base.levels.3.blocks.3,16,8,13,0.5152416825294495
0008_c2_f0048237.jpg,RGB,0,base.levels.2.blocks.0,16,8,13,0.2060335874557495
0008_c2_f0048237.jpg,RGB,1,base.levels.2.blocks.1,16,8,13,0.23435424268245697
0008_c2_f0048237.jpg,RGB,2,base.levels.2.blocks.2,16,8,13,0.27428561449050903
0008_c2_f0048237.jpg,RGB,3,base.levels.2.blocks.3,16,8,13,0.29691216349601746
0008_c2_f0048237.jpg,RGB,4,base.levels.2.blocks.4,16,8,13,0.38840562105178833
0008_c2_f0048237.jpg,RGB,5,base.levels.2.blocks.5,16,8,13,0.4700213372707367
0008_c2_f0048237.jpg,RGB,6,base.levels.2.blocks.6,16,8,13,0.5285913348197937
